iter	Logloss
557	0.3142105469
558	0.3141874349
559	0.3141421875
560	0.3141211263
561	0.3141133464
562	0.3140927083
563	0.3140517253
564	0.3140459635
565	0.3140396159
566	0.3140242187
567	0.3139417643
568	0.3138902344
569	0.3138511719
570	0.3138443034
571	0.313836263
572	0.3138134115
573	0.3138079102
574	0.3137895508
575	0.3137814128
576	0.3137753581
577	0.3137697266
578	0.3137647786
579	0.3136871745
580	0.3135636719
581	0.3134943359
582	0.3134751953
583	0.3134722656
584	0.3134582682
585	0.3134530599
586	0.313432487
587	0.3133802083
588	0.3132797201
589	0.3132750651
590	0.3132574219
591	0.3132039062
592	0.3131977214
593	0.3131808268
594	0.313161263
595	0.3130963542
596	0.313077474
597	0.3130606771
598	0.3130568359
599	0.3130238607
600	0.3130204427
601	0.3129957682
602	0.3129905273
603	0.3129775391
604	0.3129408529
605	0.3129276367
606	0.3129104167
607	0.3127901693
608	0.3127420898
609	0.3126529948
610	0.3126040365
611	0.3125333659
612	0.3125261719
613	0.3124614909
614	0.3124458333
615	0.3123847656
616	0.3123760742
617	0.3123432292
618	0.3123055339
619	0.3122694336
620	0.3122655599
621	0.3122495443
622	0.3122118815
623	0.3122099609
624	0.3121754557
625	0.3121603516
626	0.3121458333
627	0.312126237
628	0.3121211914
629	0.3121057943
630	0.3120765299
631	0.3120757487
632	0.3120714844
633	0.3120602214
634	0.3120434896
635	0.3120393229
636	0.3119665365
637	0.3119219401
638	0.3118560547
639	0.3118120768
640	0.311799056
641	0.3117921549
642	0.3117760742
643	0.3117335286
644	0.3116924479
645	0.3116645182
646	0.3116534505
647	0.3116479818
648	0.311640625
649	0.3116241211
650	0.3115989583
651	0.3115973307
652	0.3115958333
653	0.3115926432
654	0.3115727214
655	0.3115673828
656	0.31155625
657	0.3115526367
658	0.3115392578
659	0.3115279297
660	0.3115127279
661	0.3115008464
662	0.3114865234
663	0.3114783854
664	0.3114434245
665	0.3114334961
666	0.3114120443
667	0.3113494141
668	0.3113316081
669	0.3113276693
670	0.3113237305
671	0.3113174154
672	0.311288444
673	0.3112485026
674	0.3112172526
675	0.3112120443
676	0.3112065104
677	0.3111891927
678	0.3111885091
679	0.3111666992
680	0.3111461589
681	0.311108138
682	0.3110938151
683	0.3110652344
684	0.3110544271
685	0.3110226237
686	0.3109847656
687	0.3109833984
688	0.3109582031
689	0.310939681
690	0.3109351888
691	0.3109152344
692	0.3108948568
693	0.3108764323
694	0.3108735026
695	0.310852474
696	0.3108425456
697	0.3108367188
698	0.3108260091
699	0.3108108073
700	0.3108101888
701	0.3108093099
702	0.3107909831
703	0.3107674479
704	0.3107621094
705	0.3107447266
706	0.3107344401
707	0.3107298828
708	0.3107203125
709	0.3106895182
710	0.3106769531
711	0.3106639648
712	0.3106585937
713	0.3106297852
714	0.3105979167
715	0.3105927734
716	0.3105542969
717	0.3105190755
718	0.3104770182
719	0.310466276
720	0.3104663086
721	0.3104504883
722	0.3104211914
723	0.3103945312
724	0.3103935547
725	0.3103426758
726	0.310340332
727	0.3103097005
728	0.3102744792
729	0.31024375
730	0.3102383138
731	0.3102371419
732	0.3102317708
733	0.3102270833
734	0.3102229492
735	0.3102108398
736	0.3102104818
737	0.310194987
738	0.3101943034
739	0.310165332
740	0.3101620443
741	0.3101549154
742	0.310142806
743	0.3101208984
744	0.3101098633
745	0.3100805339
746	0.3100588216
747	0.3100479167
748	0.3100468424
749	0.3100332031
750	0.3100247396
751	0.3100138672
752	0.3100129883
753	0.3100067057
754	0.3099789063
755	0.3099415365
756	0.3099037109
757	0.309872526
758	0.3098654297
759	0.309809668
760	0.3098014323
761	0.3097369792
762	0.3096872721
763	0.3096314779
764	0.3095832682
765	0.3095238281
766	0.3094915039
767	0.3094841146
768	0.3094552734
769	0.3094271484
770	0.3094167969
771	0.3094031901
772	0.309392513
773	0.3093839518
774	0.3093686198
775	0.3093643229
776	0.3093527669
777	0.3093371094
778	0.3093244141
779	0.3093190755
780	0.309305013
781	0.3093019531
782	0.309294987
783	0.3092879557
784	0.3092564128
785	0.3092322917
786	0.3092197917
787	0.3092152995
788	0.3092066732
789	0.3091564453
790	0.3091497721
791	0.3091303385
792	0.3091234375
793	0.309111263
794	0.3090875326
795	0.3090656901
796	0.3090647135
797	0.3090607747
798	0.3090603516
799	0.3090555339
800	0.3090073568
801	0.3089998047
802	0.3089845052
803	0.3089606771
804	0.3088786784
805	0.3088488932
806	0.3088179362
807	0.3088034831
808	0.3087603516
809	0.3087094401
810	0.3086994141
811	0.3086760417
812	0.3086666341
813	0.308659375
814	0.3086440104
815	0.3086383789
816	0.308626237
817	0.3086166341
818	0.3086029948
819	0.3085924154
820	0.3085903646
821	0.3085869141
822	0.3085863932
823	0.3085818359
824	0.3085617513
825	0.3085521159
826	0.3085250977
827	0.3084716797
828	0.3084441081
829	0.3084227539
830	0.3083924479
831	0.3083805664
832	0.3083754883
833	0.3083746745
834	0.3083397461
835	0.3083350911
836	0.3083113932
837	0.3082866211
838	0.3082763672
839	0.3082484375
840	0.3082358724
841	0.3082333659
842	0.3082268229
843	0.3082091146
844	0.3081870443
845	0.3081819661
846	0.3081817057
847	0.3081771484
848	0.3081578125
849	0.3081383464
850	0.3081194987
851	0.3081152669
852	0.3081075521
853	0.3080992839
854	0.3080863932
855	0.3080378906
856	0.3080382161
857	0.3080377604
858	0.3080289714
859	0.3080251302
860	0.3080249349
861	0.3080176432
862	0.3080011719
863	0.3079776693
864	0.3079470052
865	0.3079438151
866	0.3079358724
867	0.3079300781
868	0.3079235352
869	0.3079210612
870	0.307910319
871	0.3079024089
872	0.3078958984
873	0.3078877604
874	0.3078821615
875	0.3078647135
876	0.307860026
877	0.3078480794
878	0.3078379232
879	0.3078283203
880	0.3078262695
881	0.307801237
882	0.3077919922
883	0.3077860026
884	0.3077619792
885	0.3077493815
886	0.3077452148
887	0.3077452148
888	0.3077278971
889	0.3077176432
890	0.3077113932
891	0.3077011719
892	0.307700944
893	0.3077008789
894	0.3076957031
895	0.3076928385
896	0.3076884766
897	0.3076882812
898	0.3076772135
899	0.3076604818
900	0.3076577474
901	0.3076488932
902	0.3076417969
903	0.3076194987
904	0.3076017904
905	0.3075963542
906	0.3075889648
907	0.3075764974
908	0.3074916667
909	0.3074705404
910	0.3074208984
911	0.3073733398
912	0.3073388021
913	0.3073309245
914	0.30730625
915	0.3072719401
916	0.3072605469
917	0.3072396484
918	0.3072145833
919	0.3071922201
920	0.3071845378
921	0.3071786458
922	0.3071745768
923	0.3071715495
924	0.3071323568
925	0.3071020182
926	0.3070828451
927	0.3070818359
928	0.3070054688
929	0.3069753255
930	0.306964974
931	0.3069340495
932	0.306886849
933	0.3068576823
934	0.3068176432
935	0.3067703125
936	0.3067626302
937	0.3067523437
938	0.3066825521
939	0.3066570964
940	0.3066078776
941	0.3065871094
942	0.3065834961
943	0.3065483073
944	0.3065260417
945	0.3065103841
946	0.3065071615
947	0.3064616211
948	0.3064525716
949	0.306432194
950	0.3063698568
951	0.3063611328
952	0.306330306
953	0.3062981771
954	0.3062545247
955	0.3062306315
956	0.3061871094
957	0.3061551432
958	0.3061546224
959	0.3061108073
960	0.3060731771
961	0.3060620443
962	0.3059913411
963	0.3059838867
964	0.3059792969
965	0.3059607422
966	0.3059610677
967	0.3058952148
968	0.3058690755
969	0.3058052734
970	0.3057910482
971	0.3057773112
972	0.3057646484
973	0.3057267578
974	0.3056662109
975	0.3056622396
976	0.3056416667
977	0.305617513
978	0.3056097656
979	0.3055973307
980	0.3055743164
981	0.3055158854
982	0.3054968099
983	0.3054783203
984	0.3054505859
985	0.3053939453
986	0.3053776042
987	0.3053233724
988	0.3052871745
989	0.3052546224
990	0.3052283203
991	0.3052115234
992	0.3051551758
993	0.3051238281
994	0.3050934245
995	0.3050856771
996	0.3050549479
997	0.3050257161
998	0.305008138
999	0.3049843099
